Transect,SystemType.x,MonDate,VOR_N,VOR_E,VOR_S,VOR_W,Class,TransectName,SystemType.y,StartLat,StartLong,Bearing,MGMTUNIT,SITE,OFFICE,UnitName_OLD,SiteName_OLD,Organization,SiteName,MonYear,RecordID,VORave,VORcm,Biomass
992,Not Recorded,7/22/2013,8,2,2,2,A 2013 VOR Summary.xlsx,CAR_350_5_01,NR,48.9586997,-96.493893,311,123,43,22,Tallgrass Aspen Parkland,350-5,DNR-Wildlife,Caribou WMA,2013,2013_43_992,3.5,35,623.31
964,Upland Grassland,7/29/2013,3,4,5,4,A 2013 VOR Summary.xlsx,CAR_350_3_06,UG,48.95842,-96.472526,144,121,43,22,Tallgrass Aspen Parkland,350-3,DNR-Wildlife,Caribou WMA,2013,2013_43_964,4,40,715.195
982,Lowland Grassland,7/29/2013,6.5,3,2,1,A 2013 VOR Summary.xlsx,CAR_350_4_08,LG,48.958416,-96.520098,269,122,43,22,Tallgrass Aspen Parkland,350-4,DNR-Wildlife,Caribou WMA,2013,2013_43_982,3.125,31.25,554.39625
982,Brush Prairie,8/2/2016,5,3,7,8,A 2016 VOR Summary.xlsx,CAR_350_4_08,LG,48.958416,-96.520098,269,122,43,22,Tallgrass Aspen Parkland,350-4,DNR-Wildlife,Caribou WMA,2016,2016_43_982,5.75,57.5,1036.793
999,Wet Meadow,7/22/2013,1.5,3,1.5,4,A 2013 VOR Summary.xlsx,CAR_350_5_15,WM,48.958374,-96.491391,181,123,43,22,Tallgrass Aspen Parkland,350-5,DNR-Wildlife,Caribou WMA,2013,2013_43_999,2.5,25,439.54
1001,Upland Grassland,7/22/2013,2,5,12,6,A 2013 VOR Summary.xlsx,CAR_350_5_17,UG,48.958138,-96.493741,81,123,43,22,Tallgrass Aspen Parkland,350-5,DNR-Wildlife,Caribou WMA,2013,2013_43_1001,6.25,62.5,1128.6775
997,Lowland Grassland,7/22/2013,0.5,0.5,2,1,A 2013 VOR Summary.xlsx,CAR_350_5_11,LG,48.957789,-96.494295,86,123,43,22,Tallgrass Aspen Parkland,350-5,DNR-Wildlife,Caribou WMA,2013,2013_43_997,1,10,163.885
1012,Upland Grassland,7/31/2013,0.5,0.5,NA,0.5,A 2013 VOR Summary.xlsx,CAR_350_6_09,UG,48.9577703,-96.534627,80,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2013,2013_43_1012,0.5,5,72
1012,Upland Grassland,7/25/2016,4,5.5,5.5,4,A 2016 VOR Summary.xlsx,CAR_350_6_09,UG,48.9577703,-96.534627,80,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2016,2016_43_1012,4.75,47.5,853.0225
1012,Upland Grassland,7/25/2017,2,2,2,2,A 2017 VOR Summary.xlsx,CAR_350_6_09,UG,48.9577703,-96.534627,80,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2017,2017_43_1012,2,20,347.655
1015,Upland Grassland,7/31/2013,2,1,1,1.5,A 2013 VOR Summary.xlsx,CAR_350_6_14,UG,48.957602,-96.526433,336,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2013,2013_43_1015,1.375,13.75,232.79875
1015,Upland Grassland,7/25/2016,3.5,4,2.5,4.5,A 2016 VOR Summary.xlsx,CAR_350_6_14,UG,48.957602,-96.526433,336,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2016,2016_43_1015,3.625,36.25,646.2812
1015,Upland Grassland,7/24/2017,1.5,1.5,2,2.5,A 2017 VOR Summary.xlsx,CAR_350_6_14,UG,48.957602,-96.526433,336,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2017,2017_43_1015,1.875,18.75,324.6837
1007,Wet Meadow,7/31/2013,0.5,1,NA,2,A 2013 VOR Summary.xlsx,CAR_350_6_04,WM,48.957468,-96.528242,204,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2013,2013_43_1007,1.166666667,11.66666667,194.5133333
1007,Brush Prairie,7/25/2016,6.5,9,3.5,7.5,A 2016 VOR Summary.xlsx,CAR_350_6_04,WM,48.957468,-96.528242,204,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2016,2016_43_1007,6.625,66.25,1197.591
1007,Wet Meadow,7/25/2017,3,3,2.5,2,A 2017 VOR Summary.xlsx,CAR_350_6_04,WM,48.957468,-96.528242,204,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2017,2017_43_1007,2.625,26.25,462.5112
1067,Upland Grassland,8/12/2013,6,6.5,NA,8,A 2013 VOR Summary.xlsx,CAR_371_2_05,UG,48.95736,-96.54669,254,128,43,22,Tallgrass Aspen Parkland,371-2,DNR-Wildlife,Caribou WMA,2013,2013_43_1067,6.833333333,68.33333333,1235.876667
1078,Lowland Grassland,8/12/2013,3,3,NA,3,A 2013 VOR Summary.xlsx,CAR_371_2_21,LG,48.9571,-96.55084,354,128,43,22,Tallgrass Aspen Parkland,371-2,DNR-Wildlife,Caribou WMA,2013,2013_43_1078,3,30,531.425
976,Lowland Grassland,7/29/2013,1.5,2,NA,1,A 2013 VOR Summary.xlsx,CAR_350_3_36,LG,48.957055,-96.473297,205,121,43,22,Tallgrass Aspen Parkland,350-3,DNR-Wildlife,Caribou WMA,2013,2013_43_976,1.5,15,255.77
1014,Upland Grassland,7/31/2013,2,1,1,1.5,A 2013 VOR Summary.xlsx,CAR_350_6_13,UG,48.956876,-96.524931,339,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2013,2013_43_1014,1.375,13.75,232.79875
1014,Lowland Grassland,7/25/2016,3,2.5,3.5,3.5,A 2016 VOR Summary.xlsx,CAR_350_6_13,UG,48.956876,-96.524931,339,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2016,2016_43_1014,3.125,31.25,554.3963
1014,Upland Grassland,7/24/2017,3,3,3.5,3.5,A 2017 VOR Summary.xlsx,CAR_350_6_13,UG,48.956876,-96.524931,339,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2017,2017_43_1014,3.25,32.5,577.3675
1020,Lowland Grassland,7/31/2013,0.5,1,NA,1,A 2013 VOR Summary.xlsx,CAR_350_6_36,LG,48.956803,-96.531557,303,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2013,2013_43_1020,0.833333333,8.333333333,133.2566667
1020,Upland Grassland,7/25/2016,4.5,2,2.5,3.5,A 2016 VOR Summary.xlsx,CAR_350_6_36,LG,48.956803,-96.531557,303,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2016,2016_43_1020,3.125,31.25,554.3963
1020,Lowland Grassland,7/25/2017,5,3,2.5,3.5,A 2017 VOR Summary.xlsx,CAR_350_6_36,LG,48.956803,-96.531557,303,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2017,2017_43_1020,3.5,35,623.31
1033,Upland Grassland,7/28/2013,4,4,4.5,5,A 2013 VOR Summary.xlsx,CAR_350_7_18,UG,48.956752,-96.50463,201,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2013,2013_43_1033,4.375,43.75,784.10875
1033,Lowland Grassland,7/21/2016,3.5,3.5,3.5,2.5,A 2016 VOR Summary.xlsx,CAR_350_7_18,UG,48.956752,-96.50463,201,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2016,2016_43_1033,3.25,32.5,577.3675
1033,Upland Grassland,7/17/2018,6.5,7,9.5,7,A 2018 VOR Summary.xlsx,CAR_350_7_18,UG,48.956752,-96.50463,201,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2018,2018_43_1033,7.5,75,1358.39
994,Upland Grassland,7/22/2013,1.5,1,1,0.5,A 2013 VOR Summary.xlsx,CAR_350_5_03,UG,48.956695,-96.490885,195,123,43,22,Tallgrass Aspen Parkland,350-5,DNR-Wildlife,Caribou WMA,2013,2013_43_994,1,10,163.885
1081,Upland Grassland,8/12/2013,3,6,NA,4,A 2013 VOR Summary.xlsx,CAR_371_3_06,UG,48.95669096,-96.55418941,76,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2013,2013_43_1081,4.333333333,43.33333333,776.4516667
1081,Upland Grassland,7/26/2017,4.5,2,2,3.5,A 2017 VOR Summary.xlsx,CAR_371_3_06,UG,48.95669096,-96.55418941,76,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2017,2017_43_1081,3,30,531.425
1013,Lowland Grassland,7/31/2013,0.5,2,NA,0.5,A 2013 VOR Summary.xlsx,CAR_350_6_12,LG,48.9564003,-96.529061,187,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2013,2013_43_1013,1,10,163.885
1013,Lowland Grassland,7/25/2016,3,3,3,3.5,A 2016 VOR Summary.xlsx,CAR_350_6_12,LG,48.9564003,-96.529061,187,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2016,2016_43_1013,3.125,31.25,554.3963
1013,Lowland Grassland,7/25/2017,1.5,1.5,2,2,A 2017 VOR Summary.xlsx,CAR_350_6_12,LG,48.9564003,-96.529061,187,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2017,2017_43_1013,1.75,17.5,301.7125
1017,Lowland Grassland,7/31/2013,0.5,0.5,0.5,0.5,A 2013 VOR Summary.xlsx,CAR_350_6_16,LG,48.956306,-96.533604,103,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2013,2013_43_1017,0.5,5,72
1017,Brush Prairie,7/25/2016,6,3,3,3.5,A 2016 VOR Summary.xlsx,CAR_350_6_16,LG,48.956306,-96.533604,103,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2016,2016_43_1017,3.875,38.75,692.2237
1017,Upland Grassland,7/25/2017,2.5,2.5,2.5,2,A 2017 VOR Summary.xlsx,CAR_350_6_16,LG,48.956306,-96.533604,103,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2017,2017_43_1017,2.375,23.75,416.5687
967,Upland Grassland,7/29/2013,8.5,4,4,15,A 2013 VOR Summary.xlsx,CAR_350_3_13,UG,48.956208,-96.47233,266,121,43,22,Tallgrass Aspen Parkland,350-3,DNR-Wildlife,Caribou WMA,2013,2013_43_967,7.875,78.75,1427.30375
1070,Lowland Grassland,8/12/2013,5,3,NA,5,A 2013 VOR Summary.xlsx,CAR_371_2_08,LG,48.95617,-96.540164,23,128,43,22,Tallgrass Aspen Parkland,371-2,DNR-Wildlife,Caribou WMA,2013,2013_43_1070,4.333333333,43.33333333,776.4516667
1075,Lowland Grassland,8/12/2013,2.5,3,NA,3,A 2013 VOR Summary.xlsx,CAR_371_2_18,LG,48.95615,-96.54389,218,128,43,22,Tallgrass Aspen Parkland,371-2,DNR-Wildlife,Caribou WMA,2013,2013_43_1075,2.833333333,28.33333333,500.7966667
1073,Lowland Grassland,8/12/2013,5,3,NA,2,A 2013 VOR Summary.xlsx,CAR_371_2_16,LG,48.95608,-96.54568,44,128,43,22,Tallgrass Aspen Parkland,371-2,DNR-Wildlife,Caribou WMA,2013,2013_43_1073,3.333333333,33.33333333,592.6816667
1074,Upland Grassland,8/12/2013,6,5,7,7,A 2013 VOR Summary.xlsx,CAR_371_2_17,UG,48.95608,-96.55179,324,128,43,22,Tallgrass Aspen Parkland,371-2,DNR-Wildlife,Caribou WMA,2013,2013_43_1074,6.25,62.5,1128.6775
1006,Upland Grassland,7/31/2013,1,0.5,0.5,1.5,A 2013 VOR Summary.xlsx,CAR_350_6_03,UG,48.956049,-96.520441,50,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2013,2013_43_1006,0.875,8.75,140.91375
1006,Brush Prairie,7/25/2016,4,5,5,4,A 2016 VOR Summary.xlsx,CAR_350_6_03,UG,48.956049,-96.520441,50,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2016,2016_43_1006,4.5,45,807.08
1003,Upland Grassland,7/22/2013,7,7,3,12,A 2013 VOR Summary.xlsx,CAR_350_5_19,UG,48.955982,-96.489639,52,123,43,22,Tallgrass Aspen Parkland,350-5,DNR-Wildlife,Caribou WMA,2013,2013_43_1003,7.25,72.5,1312.4475
1030,Upland Grassland,7/28/2013,2.5,6,NA,3.5,A 2013 VOR Summary.xlsx,CAR_350_7_13,UG,48.955926,-96.500701,146,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2013,2013_43_1030,4,40,715.195
1030,Upland Grassland,7/21/2016,4.5,3,7.5,3,A 2016 VOR Summary.xlsx,CAR_350_7_13,UG,48.955926,-96.500701,146,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2016,2016_43_1030,4.5,45,807.08
1030,Upland Grassland,7/17/2018,4,5,5.5,5,A 2018 VOR Summary.xlsx,CAR_350_7_13,UG,48.955926,-96.500701,146,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2018,2018_43_1030,4.875,48.75,875.9937
1005,Upland Grassland,7/22/2013,6,3,NA,3,A 2013 VOR Summary.xlsx,CAR_350_5_35,UG,48.955876,-96.495033,131,123,43,22,Tallgrass Aspen Parkland,350-5,DNR-Wildlife,Caribou WMA,2013,2013_43_1005,4,40,715.195
1010,Upland Grassland,7/31/2013,2.5,1,0.5,1,A 2013 VOR Summary.xlsx,CAR_350_6_07,UG,48.955544,-96.52593,175,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2013,2013_43_1010,1.25,12.5,209.8275
1010,Brush Prairie,7/22/2016,5.5,2.5,4.5,7.5,A 2016 VOR Summary.xlsx,CAR_350_6_07,UG,48.955544,-96.52593,175,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2016,2016_43_1010,5,50,898.965
1010,Upland Grassland,7/24/2017,4,3,4,5,A 2017 VOR Summary.xlsx,CAR_350_6_07,UG,48.955544,-96.52593,175,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2017,2017_43_1010,4,40,715.195
1089,Upland Grassland,8/14/2013,2.5,3,3,2,A 2013 VOR Summary.xlsx,CAR_371_3_19,UG,48.95553768,-96.55760996,283,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2013,2013_43_1089,2.625,26.25,462.51125
1089,Upland Grassland,7/27/2017,2,1.5,1.5,2.5,A 2017 VOR Summary.xlsx,CAR_371_3_19,UG,48.95553768,-96.55760996,283,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2017,2017_43_1089,1.875,18.75,324.6837
1031,Upland Grassland,7/28/2013,15,7.5,7,11,A 2013 VOR Summary.xlsx,CAR_350_7_15,UG,48.955453,-96.504514,142,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2013,2013_43_1031,10.125,101.25,1840.78625
1031,Brush Prairie,7/21/2016,4,7.5,8,9.5,A 2016 VOR Summary.xlsx,CAR_350_7_15,UG,48.955453,-96.504514,142,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2016,2016_43_1031,7.25,72.5,1312.447
1031,Not Recorded,7/17/2018,7.5,5,4,8.5,A 2018 VOR Summary.xlsx,CAR_350_7_15,UG,48.955453,-96.504514,142,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2018,2018_43_1031,6.25,62.5,1128.678
1016,Lowland Grassland,7/29/2013,3,2,0.5,1,A 2013 VOR Summary.xlsx,CAR_350_6_15,LG,48.955215,-96.524015,300,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2013,2013_43_1016,1.625,16.25,278.74125
1016,Upland Grassland,7/25/2016,6.5,4.5,4,4.5,A 2016 VOR Summary.xlsx,CAR_350_6_15,LG,48.955215,-96.524015,300,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2016,2016_43_1016,4.875,48.75,875.9937
1016,Upland Grassland,7/24/2017,2,2.5,2.5,3.5,A 2017 VOR Summary.xlsx,CAR_350_6_15,LG,48.955215,-96.524015,300,124,43,22,Tallgrass Aspen Parkland,350-6,DNR-Wildlife,Caribou WMA,2017,2017_43_1016,2.625,26.25,462.5112
1091,Upland Grassland,8/12/2013,4,3,3,6,A 2013 VOR Summary.xlsx,CAR_371_3_21,UG,48.95510137,-96.55345924,222,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2013,2013_43_1091,4,40,715.195
1091,Upland Grassland,7/26/2017,3.5,5.5,3.5,3,A 2017 VOR Summary.xlsx,CAR_371_3_21,UG,48.95510137,-96.55345924,222,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2017,2017_43_1091,3.875,38.75,692.2237
1066,Lowland Grassland,8/12/2013,3,3,NA,3,A 2013 VOR Summary.xlsx,CAR_371_2_04,LG,48.95506,-96.53756,40,128,43,22,Tallgrass Aspen Parkland,371-2,DNR-Wildlife,Caribou WMA,2013,2013_43_1066,3,30,531.425
1077,Upland Grassland,8/12/2013,5,4,5,5,A 2013 VOR Summary.xlsx,CAR_371_2_20,UG,48.95488,-96.54412,279,128,43,22,Tallgrass Aspen Parkland,371-2,DNR-Wildlife,Caribou WMA,2013,2013_43_1077,4.75,47.5,853.0225
1093,Upland Grassland,8/14/2013,2.5,3,NA,1.5,A 2013 VOR Summary.xlsx,CAR_371_3_23,UG,48.95487249,-96.55725785,69,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2013,2013_43_1093,2.333333333,23.33333333,408.9116667
1093,Upland Grassland,7/27/2017,2.5,2,3,3,A 2017 VOR Summary.xlsx,CAR_371_3_23,UG,48.95487249,-96.55725785,69,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2017,2017_43_1093,2.625,26.25,462.5112
1132,Lowland Grassland,9/7/2009,12,13,15,9.5,C 2009 VOR Summary.xlsx,1LE4-25,LG,48.95475056,-96.48148734,331,134,43,22,Caribou WMA,Caribou_9_SE,MNDNR,Caribou WMA,2009,2009_43_1132,12.375,123.75,2254.269
1090,Upland Grassland,8/14/2013,4.5,5,NA,1,A 2013 VOR Summary.xlsx,CAR_371_3_20,UG,48.95467938,-96.55650714,102,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2013,2013_43_1090,3.5,35,623.31
1090,Upland Grassland,7/27/2017,1.5,2,2,2,A 2017 VOR Summary.xlsx,CAR_371_3_20,UG,48.95467938,-96.55650714,102,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2017,2017_43_1090,1.875,18.75,324.6837
987,Lowland Grassland,7/29/2013,2,2,NA,4,A 2013 VOR Summary.xlsx,CAR_350_4_14,LG,48.9541197,-96.51271,121,122,43,22,Tallgrass Aspen Parkland,350-4,DNR-Wildlife,Caribou WMA,2013,2013_43_987,2.666666667,26.66666667,470.1683333
987,Lowland Grassland,8/2/2016,3.5,3.5,4,4,A 2016 VOR Summary.xlsx,CAR_350_4_14,LG,48.9541197,-96.51271,121,122,43,22,Tallgrass Aspen Parkland,350-4,DNR-Wildlife,Caribou WMA,2016,2016_43_987,3.75,37.5,669.2525
1085,Upland Grassland,8/12/2013,2.5,3,NA,6,A 2013 VOR Summary.xlsx,CAR_371_3_15,UG,48.95411488,-96.54666822,240,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2013,2013_43_1085,3.833333333,38.33333333,684.5666667
1085,Upland Grassland,7/26/2017,3.5,9.5,5.5,3.5,A 2017 VOR Summary.xlsx,CAR_371_3_15,UG,48.95411488,-96.54666822,240,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2017,2017_43_1085,5.5,55,990.85
1043,Upland Grassland,7/17/2013,4.5,7,7,15,A 2013 VOR Summary.xlsx,CAR_350_8_21,UG,48.9539945,-96.48380342,349,126,43,22,Tallgrass Aspen Parkland,350-8,DNR-Wildlife,Caribou WMA,2013,2013_43_1043,8.375,83.75,1519.18875
1131,Lowland Grassland,9/7/2009,8,7.5,9.5,12.5,C 2009 VOR Summary.xlsx,1LE4-24,LG,48.953975,-96.47903067,346,134,43,22,Caribou WMA,Caribou_9_SE,MNDNR,Caribou WMA,2009,2009_43_1131,9.375,93.75,1702.959
1076,Upland Grassland,8/12/2013,5,5,NA,5,A 2013 VOR Summary.xlsx,CAR_371_2_19,UG,48.95396,-96.53858,59,128,43,22,Tallgrass Aspen Parkland,371-2,DNR-Wildlife,Caribou WMA,2013,2013_43_1076,5,50,898.965
1038,Upland Grassland,7/17/2013,4,15,999,999,A 2013 VOR Summary.xlsx,CAR_350_8_03,UG,48.95384676,-96.48146479,74,126,43,22,Tallgrass Aspen Parkland,350-8,DNR-Wildlife,Caribou WMA,2013,2013_43_1038,504.25,5042.5,92646.1375
1134,Lowland Grassland,9/7/2009,10,10,12,11,C 2009 VOR Summary.xlsx,1LE4-26,LG,48.9538454,-96.48380467,137,135,43,22,Caribou WMA,Caribou_9_SW,MNDNR,Caribou WMA,2009,2009_43_1134,10.75,107.5,1955.642
1084,Upland Grassland,8/24/2013,4,3.5,NA,3.5,A 2013 VOR Summary.xlsx,CAR_371_3_14,UG,48.95376549,-96.55469379,92,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2013,2013_43_1084,3.666666667,36.66666667,653.9383333
1084,Upland Grassland,7/26/2017,2.5,4.5,3.5,4.5,A 2017 VOR Summary.xlsx,CAR_371_3_14,UG,48.95376549,-96.55469379,92,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2017,2017_43_1084,3.75,37.5,669.2525
1041,Upland Grassland,7/17/2013,7,8,6.5,11,A 2013 VOR Summary.xlsx,CAR_350_8_10,UG,48.95375338,-96.48545364,302,126,43,22,Tallgrass Aspen Parkland,350-8,DNR-Wildlife,Caribou WMA,2013,2013_43_1041,8.125,81.25,1473.24625
1034,Upland Grassland,7/28/2013,6,7,NA,7,A 2013 VOR Summary.xlsx,CAR_350_7_24,UG,48.953715,-96.502027,40,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2013,2013_43_1034,6.666666667,66.66666667,1205.248333
1034,Wet Meadow,7/21/2016,2.5,6.5,3.5,3.5,A 2016 VOR Summary.xlsx,CAR_350_7_24,UG,48.953715,-96.502027,40,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2016,2016_43_1034,4,40,715.195
1034,Upland Grassland,7/17/2018,2,2,4,2,A 2018 VOR Summary.xlsx,CAR_350_7_24,UG,48.953715,-96.502027,40,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2018,2018_43_1034,2.5,25,439.54
1026,Upland Grassland,7/25/2013,4,8.5,NA,4.5,A 2013 VOR Summary.xlsx,CAR_350_7_08,UG,48.953687,-96.504013,251,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2013,2013_43_1026,5.666666667,56.66666667,1021.478333
1026,Brush Prairie,7/21/2016,6.5,6,3.5,4,A 2016 VOR Summary.xlsx,CAR_350_7_08,UG,48.953687,-96.504013,251,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2016,2016_43_1026,5,50,898.965
1026,Upland Grassland,8/7/2018,4.5,4.5,6.5,5.5,A 2018 VOR Summary.xlsx,CAR_350_7_08,UG,48.953687,-96.504013,251,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2018,2018_43_1026,5.25,52.5,944.9075
1049,Upland Grassland,7/17/2013,8,10,11,9,A 2013 VOR Summary.xlsx,CAR_350_8_32,UG,48.95363717,-96.48210012,311,126,43,22,Tallgrass Aspen Parkland,350-8,DNR-Wildlife,Caribou WMA,2013,2013_43_1049,9.5,95,1725.93
989,Wet Meadow,7/29/2013,5,5.5,NA,6,A 2013 VOR Summary.xlsx,CAR_350_4_17,WM,48.953568,-96.507748,157,122,43,22,Tallgrass Aspen Parkland,350-4,DNR-Wildlife,Caribou WMA,2013,2013_43_989,5.5,55,990.85
989,Lowland Grassland,8/2/2016,2.5,2.5,2,2,A 2016 VOR Summary.xlsx,CAR_350_4_17,WM,48.953568,-96.507748,157,122,43,22,Tallgrass Aspen Parkland,350-4,DNR-Wildlife,Caribou WMA,2016,2016_43_989,2.25,22.5,393.5975
1092,Lowland Grassland,8/14/2013,4.5,3.5,NA,5.5,A 2013 VOR Summary.xlsx,CAR_371_3_22,LG,48.95351884,-96.55351516,348,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2013,2013_43_1092,4.5,45,807.08
1092,Upland Grassland,7/26/2017,4,4.5,6,5.5,A 2017 VOR Summary.xlsx,CAR_371_3_22,LG,48.95351884,-96.55351516,348,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2017,2017_43_1092,5,50,898.965
1027,Lowland Grassland,7/25/2013,9,6,NA,7,A 2013 VOR Summary.xlsx,CAR_350_7_09,LG,48.95344098,-96.49890511,273,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2013,2013_43_1027,7.333333333,73.33333333,1327.761667
1027,Wet Meadow,7/22/2016,3.5,4.5,3,2,A 2016 VOR Summary.xlsx,CAR_350_7_09,LG,48.95344098,-96.49890511,273,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2016,2016_43_1027,3.25,32.5,577.3675
1027,Lowland Grassland,8/7/2018,3,3,1.5,2,A 2018 VOR Summary.xlsx,CAR_350_7_09,LG,48.95344098,-96.49890511,273,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2018,2018_43_1027,2.375,23.75,416.5687
1082,Upland Grassland,8/14/2013,3,4,3.5,5,A 2013 VOR Summary.xlsx,CAR_371_3_07,UG,48.95341583,-96.54973306,37,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2013,2013_43_1082,3.875,38.75,692.22375
1082,Upland Grassland,7/26/2017,4.5,3,2.5,3,A 2017 VOR Summary.xlsx,CAR_371_3_07,UG,48.95341583,-96.54973306,37,129,43,22,Tallgrass Aspen Parkland,371-3,DNR-Wildlife,Caribou WMA,2017,2017_43_1082,3.25,32.5,577.3675
1032,Not Recorded,7/28/2013,8.5,6,NA,8,A 2013 VOR Summary.xlsx,CAR_350_7_17,NR,48.9532997,-96.501368,275,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2013,2013_43_1032,7.5,75,1358.39
1032,Upland Grassland,7/17/2018,2,5,5,3.5,A 2018 VOR Summary.xlsx,CAR_350_7_17,NR,48.9532997,-96.501368,275,125,43,22,Tallgrass Aspen Parkland,350-7,DNR-Wildlife,Caribou WMA,2018,2018_43_1032,3.875,38.75,692.2237
